Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Offender_Number,Person_Type,Victim_Race,Victim_Gender,Victim_Age,Victim_Number,Victim_Fatal_Status,Hate_Crime,Report_Type,address,GNOCDC_LAB,pop
J-18091-18,5,18XX France St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,10/15/2018 4:50,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NA,NA,NA,1,VICTIM,BLACK,FEMALE,23,1,Non-fatal,NA,Supplemental Report,"1800 France St., New Orleans, LA",ST. CLAUDE,18616
J-32721-18,1,5XX N Carrollton Av,OPEN,67S,SHOPLIFTING,10/26/2018 16:07,14 67,THEFT,BLACK,MALE,NA,2,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"500 N Carrollton Av., New Orleans, LA",MID-CITY,29937
L-27381-18,3,49XX Eastern St,OPEN,67F,THEFT BY FRAUD,12/13/2018 17:00,14 67.16,IDENTITY THEFT,NA,NA,NA,1,VICTIM,BLACK,FEMALE,74,1,Non-fatal,NA,Incident Report,"4900 Eastern St., New Orleans, LA",GENTILLY TERRACE,23183
B-22234-18,1,Esplanade Av & N Robertson St,CLOSED,64G,ARMED ROBBERY (GUN),2/18/2018 20:42,14 64,ARMED ROBBERY,BLACK,MALE,25,1,VICTIM,BLACK,FEMALE,NA,1,Non-fatal,NA,Supplemental Report,"Esplanade Av & N Robertson St., New Orleans, LA",TREME - LAFITTE,18492
B-01102-18,7,145XX Duane Rd,OPEN,67AR,AUTO THEFT & RECOVERY,2/1/2018 21:38,14 67.26,THEFT OF A MOTOR VEHICLE,BLACK,MALE,NA,1,VICTIM,BLACK,FEMALE,37,2,Non-fatal,NA,Incident Report,"14500 Duane Rd., New Orleans, LA",LITTLE WOODS,44947
L-19597-18,4,21XX Amazon St,OPEN,21P,LOST PROPERTY,12/15/2018 16:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"2100 Amazon St., New Orleans, LA",TALL TIMBERS - BRECHTEL,35314
L-24178-18,6,13XX Simon Bolivar Av 831,OPEN,103,DISTURBANCE,12/19/2018 2:45,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,57,3,Non-fatal,NA,Incident Report,"1300 Simon Bolivar Av 831., New Orleans, LA",CENTRAL CITY,35385
G-34040-18,5,11XX Elysian Fields Bd,CLOSED,966,DRUG LAW VIOLATION,7/27/2018 17:56,102 113,DRUG PARAPHERNALIA,WHITE,MALE,45,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1100 Elysian Fields Bd., New Orleans, LA",SEVENTH WARD,23878
H-38832-18,5,20XX Pauger St,OPEN,103D,DISTURBANCE (DOMESTIC),8/30/2018 16:27,NA,NA,NA,NA,NA,NA,WITNESS,WHITE,FEMALE,39,3,Non-fatal,NA,Incident Report,"2000 Pauger St., New Orleans, LA",SEVENTH WARD,23878
F-08305-18,3,49XX Mandeville St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),6/7/2018 1:42,14 62,SIMPLE BURGLARY,UNKNOWN,NA,NA,1,VICTIM,WHITE,NA,62,1,Non-fatal,NA,Incident Report,"4900 Mandeville St., New Orleans, LA",GENTILLY TERRACE,23183
K-11743-18,5,24XX N Villere St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),11/9/2018 20:57,NA,NA,NA,NA,NA,1,INTERVIEW,BLACK,FEMALE,32,2,Non-fatal,NA,Incident Report,"2400 N Villere St., New Orleans, LA",ST. ROCH,32067
L-11005-18,2,Hickory St & Hillary St,OPEN,65,SIMPLE ROBBERY,12/9/2018 8:50,14 65,SIMPLE ROBBERY,WHITE,MALE,NA,1,VICTIM,WHITE,MALE,23,1,Non-fatal,NA,Incident Report,"Hickory St & Hillary St., New Orleans, LA",NA,NA
F-21768-18,8,5XX Port Of New Orleans Pl,CLOSED,67S,SHOPLIFTING,6/18/2018 17:17,54 186,THEFT,BLACK,FEMALE,21,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"500 Port Of New Orleans Pl., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
I-10154-18,8,11XX Convention Center Bd,CLOSED,35,SIMPLE BATTERY,9/9/2018 7:50,NA,NA,WHITE,MALE,50,2,VICTIM,WHITE,MALE,50,1,Non-fatal,NA,Incident Report,"1100 Convention Center Bd., New Orleans, LA",LOWER GARDEN DISTRICT,18708
D-27318-18,5,13XX Saint Anthony St,OPEN,62B,SIMPLE BURGLARY (BUSINESS),4/23/2018 12:00,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1300 Saint Anthony St., New Orleans, LA",SEVENTH WARD,23878
O-00004-18,1,15XX N Roman St,OPEN,67B,BICYCLE THEFT,2/16/2018 18:00,14 67,THEFT,NA,NA,NA,1,VICTIM,WHITE,FEMALE,34,2,Non-fatal,NA,Incident Report,"1500 N Roman St., New Orleans, LA",SEVENTH WARD,23878
K-24809-18,1,20XX Canal St,OPEN,103,DISTURBANCE,11/18/2018 16:00,54 254,LEWD CONDUCT,BLACK,MALE,26,1,VICTIM,BLACK,FEMALE,31,1,Non-fatal,NA,Incident Report,"2000 Canal St., New Orleans, LA",TULANE - GRAVIER,17445
B-22951-18,7,Chef Menteur Hw & Downman Rd,CLOSED,17F,FUGITIVE ATTACHMENT,2/19/2018 12:28,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,40,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Chef Menteur Hw & Downman Rd., New Orleans, LA",LAKE CATHERINE,2564
C-26152-18,3,45XX Old Gentilly Rd,OPEN,67S,SHOPLIFTING,3/21/2018 17:52,14 67,THEFT,BLACK,MALE,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"4500 Old Gentilly Rd., New Orleans, LA",DESIRE AREA,17275
F-06751-18,4,11XX Michael St,OPEN,103D,DISTURBANCE (DOMESTIC),6/6/2018 12:20,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,FEMALE,39,3,Non-fatal,NA,Incident Report,"1100 Michael St., New Orleans, LA",U.S. NAVAL BASE,18304
E-02995-18,7,59XX Bullard,CLOSED,35,SIMPLE BATTERY,5/3/2018 6:52,NA,NA,BLACK,FEMALE,20,1,WITNESS,BLACK,FEMALE,28,2,Non-fatal,NA,Incident Report,"5900 Bullard., New Orleans, LA",READ BLVD EAST,21863
G-14465-18,2,87XX Apricot St,OPEN,103D,DISTURBANCE (DOMESTIC),7/12/2018 6:50,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,49,1,Non-fatal,NA,Incident Report,"8700 Apricot St., New Orleans, LA",HOLLYGROVE,11723
E-39010-18,7,74XX Strathmore Dr,CLOSED,21,MISCELLANEOUS INCIDENT,5/31/2018 9:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Incident Report,"7400 Strathmore Dr., New Orleans, LA",LITTLE WOODS,44947
C-37489-18,6,33XX Saint Charles Av,OPEN,67S,SHOPLIFTING,3/30/2018 17:35,NA,NA,BLACK,MALE,NA,1,WITNESS,BLACK,FEMALE,69,1,Non-fatal,NA,Incident Report,"3300 Saint Charles Av., New Orleans, LA",TOURO,16244
H-00689-18,4,35XX Garden Oaks Dr,OPEN,21R,OUT OF PARISH VEHICLE RECOVERY,8/1/2018 4:45,14 67.26,THEFT OF A MOTOR VEHICLE,NA,NA,NA,1,VICTIM,WHITE,FEMALE,66,1,Non-fatal,NA,Incident Report,"3500 Garden Oaks Dr., New Orleans, LA",TALL TIMBERS - BRECHTEL,35314
G-05501-18,5,22XX Alabo St,OPEN,29,DEATH,7/5/2018 15:46,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,65,1,Non-fatal,NA,Incident Report,"2200 Alabo St., New Orleans, LA",LOWER NINTH WARD,9228
J-13279-18,6,17XX Baronne St 440,OPEN,29U,UNCLASSIFIED DEATH,10/11/2018 8:59,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,FEMALE,43,1,Non-fatal,NA,Incident Report,"1700 Baronne St 440., New Orleans, LA",CENTRAL CITY,35385
G-08948-18,3,Mandeville St & Carnot St,CLOSED,966,DRUG LAW VIOLATION,7/8/2018 2:08,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,24,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Mandeville St & Carnot St., New Orleans, LA",ST. ROCH,32067
B-27887-18,1,23XX Esplanade Av,OPEN,67A,AUTO THEFT,2/23/2018 6:44,14 67.26,THEFT OF A MOTOR VEHICLE,BLACK,MALE,NA,2,VICTIM,WHITE,MALE,35,1,Non-fatal,NA,Incident Report,"2300 Esplanade Av., New Orleans, LA",TREME - LAFITTE,18492
C-19218-18,5,20XX Benton St,OPEN,35,SIMPLE BATTERY,3/16/2018 9:00,14 35,SIMPLE BATTERY,BLACK,MALE,NA,1,VICTIM,BLACK,FEMALE,16,1,Non-fatal,NA,Incident Report,"2000 Benton St., New Orleans, LA",LOWER NINTH WARD,9228
K-30959-18,8,3XX Camp St,OPEN,103D,DISTURBANCE (DOMESTIC),11/23/2018 22:00,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,56,2,Non-fatal,NA,Incident Report,"300 Camp St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
E-05256-18,5,61XX N Claiborne Av,CLOSED,966,DRUG LAW VIOLATION,5/4/2018 19:40,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,26,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"6100 N Claiborne Av., New Orleans, LA",LOWER NINTH WARD,9228
K-00801-18,6,26XX Martin Luther King Jr Bd,OPEN,67S,SHOPLIFTING,11/1/2018 14:00,NA,NA,BLACK,FEMALE,NA,1,REPORTING PERSON,NA,NA,NA,2,Non-fatal,NA,Incident Report,"2600 Martin Luther King Jr Bd., New Orleans, LA",CENTRAL CITY,35385
J-39561-18,5,21XX A P Tureaud St,OPEN,66,THREATS,10/31/2018 10:30,14 38,SIMPLE ASSAULT,BLACK,MALE,NA,1,VICTIM,BLACK,FEMALE,51,1,Non-fatal,NA,Incident Report,"2100 A P Tureaud St., New Orleans, LA",SEVENTH WARD,23878
L-07618-18,1,22XX Canal St,OPEN,21,MISCELLANEOUS INCIDENT,12/6/2018 18:55,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,MALE,42,1,Non-fatal,NA,Incident Report,"2200 Canal St., New Orleans, LA",TULANE - GRAVIER,17445
J-09212-18,4,4XX Park,CLOSED,17F,FUGITIVE ATTACHMENT,10/8/2018 1:32,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,36,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"400 Park., New Orleans, LA",AUDUBON,37946
B-13698-18,5,14XX Saint Ferdinand St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/12/2018 2:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,59,1,VICTIM,BLACK,FEMALE,52,1,Non-fatal,NA,Incident Report,"1400 Saint Ferdinand St., New Orleans, LA",ST. CLAUDE,18616
C-22379-18,3,40XX Prentiss Av,OPEN,67A,AUTO THEFT,3/18/2018 19:30,14 52,SIMPLE ARSON,NA,NA,NA,1,VICTIM,BLACK,FEMALE,35,1,Non-fatal,NA,Supplemental Report,"4000 Prentiss Av., New Orleans, LA",PONTCHARTRAIN PARK,18380
I-20007-18,8,2XX S Claiborne Av,CLOSED,37,AGGRAVATED ASSAULT,9/16/2018 19:17,NA,NA,BLACK,MALE,48,1,VICTIM,WHITE,MALE,26,1,Non-fatal,NA,Incident Report,"200 S Claiborne Av., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
L-23974-18,8,Canal St & Elk Pl,OPEN,27-64K,ATTEMPTED ARMED ROBBERY (KNIFE),12/18/2018 23:00,14 (27) 64,ATTEMPT - ARMED ROBBERY,BLACK,MALE,NA,1,VICTIM,BLACK,MALE,23,1,Non-fatal,NA,Incident Report,"Canal St & Elk Pl., New Orleans, LA",TULANE - GRAVIER,17445
G-23741-18,4,5XX River Oaks Dr,OPEN,103D,DISTURBANCE (DOMESTIC),7/18/2018 16:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,53,1,Non-fatal,NA,Incident Report,"500 River Oaks Dr., New Orleans, LA",OLD AURORA,40130
F-12145-18,6,38XX Saint Charles Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),6/9/2018 16:00,NA,NA,NA,NA,NA,1,REPORTING PERSON,BLACK,FEMALE,55,2,Non-fatal,NA,Incident Report,"3800 Saint Charles Av., New Orleans, LA",TOURO,16244
G-10780-18,6,21XX Peniston St,CLOSED,17F,FUGITIVE ATTACHMENT,7/9/2018 11:27,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,WHITE,FEMALE,28,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"2100 Peniston St., New Orleans, LA",MILAN,21588
J-26784-18,5,13XX Saint Anthony St,CLOSED,35,SIMPLE BATTERY,10/21/2018 21:34,NA,NA,BLACK,FEMALE,48,1,VICTIM,BLACK,FEMALE,48,1,Non-fatal,NA,Incident Report,"1300 Saint Anthony St., New Orleans, LA",SEVENTH WARD,23878
E-12936-18,2,19XX Fern St,CLOSED,67A,AUTO THEFT,5/10/2018 20:06,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,14,1,VICTIM,BLACK,MALE,34,1,Non-fatal,NA,Supplemental Report,"1900 Fern St., New Orleans, LA",EAST CARROLLTON,17782
C-12776-18,3,X Maryland,OPEN,21,MISCELLANEOUS INCIDENT,3/10/2018 19:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,MALE,54,1,Non-fatal,NA,Incident Report,"X Maryland., New Orleans, LA",LEONIDAS,21271
H-10756-18,6,27XX S Claiborne Av,OPEN,103,DISTURBANCE,8/9/2018 10:14,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,NA,1,Non-fatal,NA,Incident Report,"2700 S Claiborne Av., New Orleans, LA",CENTRAL CITY,35385
B-14777-18,8,1XX Bourbon St,CLOSED,966,DRUG LAW VIOLATION,2/12/2018 20:30,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,39,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"100 Bourbon St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
J-05585-18,3,93XX Airline Hw,OPEN,103D,DISTURBANCE (DOMESTIC),10/5/2018 2:10,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,MALE,37,1,Non-fatal,NA,Incident Report,"9300 Airline Hw., New Orleans, LA",HOLLYGROVE,11723
C-22370-18,7,61XX Dreux Av,CLOSED,21J,MISSING/RUNAWAY JUVENILE,3/18/2018 19:30,14 730.3,RUNAWAY JUVENILE,BLACK,FEMALE,13,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"6100 Dreux Av., New Orleans, LA",PINES VILLAGE,20976
C-37052-18,6,Thalia St & S Saratoga St,OPEN,21,MISCELLANEOUS INCIDENT,3/28/2018 23:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,30,1,Non-fatal,NA,Incident Report,"Thalia St & S Saratoga St., New Orleans, LA",NA,NA
K-30281-18,3,32XX Gentilly Bd,OPEN,67S,SHOPLIFTING,11/23/2018 11:15,NA,NA,BLACK,FEMALE,NA,1,WITNESS,BLACK,FEMALE,21,2,Non-fatal,NA,Incident Report,"3200 Gentilly Bd., New Orleans, LA",GENTILLY TERRACE,23183
A-31455-18,2,82XX Palm St 224,OPEN,103D,DISTURBANCE (DOMESTIC),1/27/2018 15:10,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,34,2,Non-fatal,NA,Incident Report,"8200 Palm St 224., New Orleans, LA",GERT TOWN,22081
J-09969-18,2,49XX Tchoupitoulas St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),10/6/2018 19:30,NA,NA,WHITE,MALE,28,1,VICTIM,WHITE,FEMALE,51,1,Non-fatal,NA,Supplemental Report,"4900 Tchoupitoulas St., New Orleans, LA",WEST RIVERSIDE,15349
C-36124-18,6,Magnolia St & Washington Av,OPEN,67B,BICYCLE THEFT,3/28/2018 4:00,NA,NA,NA,NA,NA,1,REPORTING PERSON,BLACK,FEMALE,46,1,Non-fatal,NA,Incident Report,"Magnolia St & Washington Av., New Orleans, LA",NA,NA
H-18646-18,6,31XX Martin Luther King Jr Bd,CLOSED,966,DRUG LAW VIOLATION,8/15/2018 11:01,NA,NA,BLACK,MALE,13,1,WITNESS,WHITE,FEMALE,31,3,Non-fatal,NA,Incident Report,"3100 Martin Luther King Jr Bd., New Orleans, LA",B. W. COOPER,7821
L-17795-18,5,17XX Flood St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),12/14/2018 9:00,14 62,SIMPLE BURGLARY,BLACK,MALE,NA,2,VICTIM,HISPANIC,MALE,49,1,Non-fatal,NA,Incident Report,"1700 Flood St., New Orleans, LA",LOWER NINTH WARD,9228
K-35905-18,8,Bourbon St & Iberville St,OPEN,67F,THEFT BY FRAUD,11/22/2018 6:05,14 67,THEFT,BLACK,FEMALE,NA,1,VICTIM,WHITE,FEMALE,25,1,Non-fatal,NA,Incident Report,"Bourbon St & Iberville St., New Orleans, LA",FRENCH QUARTER,15172
D-17830-18,1,20XX Lafitte St,OPEN,103D,DISTURBANCE (DOMESTIC),4/15/2018 19:11,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,33,1,Non-fatal,NA,Incident Report,"2000 Lafitte St., New Orleans, LA",TREME - LAFITTE,18492
H-07007-18,7,107XX Roger Dr E,OPEN,35D,SIMPLE BATTERY (DOMESTIC),8/4/2018 23:00,14 34.9,BATTERY OF A DATING PARTNER,BLACK,FEMALE,32,1,VICTIM,BLACK,FEMALE,31,1,Non-fatal,NA,Incident Report,"10700 Roger Dr E., New Orleans, LA",LITTLE WOODS,44947
C-05319-18,3,37XX Republic St,CLOSED,21J,MISSING/RUNAWAY JUVENILE,3/5/2018 11:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"3700 Republic St., New Orleans, LA",DILLARD,14753
G-02625-18,8,7XX Canal St,OPEN,35,SIMPLE BATTERY,7/2/2018 5:15,14 35,SIMPLE BATTERY,BLACK,MALE,NA,2,VICTIM,WHITE,MALE,61,1,Non-fatal,NA,Incident Report,"700 Canal St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
E-19116-18,6,Jackson St & Oretha Castle Haley Bd,OPEN,35,SIMPLE BATTERY,5/15/2018 18:20,14 35,SIMPLE BATTERY,BLACK,FEMALE,NA,1,VICTIM,BLACK,MALE,61,1,Non-fatal,NA,Incident Report,"Jackson St & Oretha Castle Haley Bd., New Orleans, LA",NA,NA
G-19804-18,1,31XX Bienville St,OPEN,103D,DISTURBANCE (DOMESTIC),7/16/2018 14:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,HISPANIC,FEMALE,14,1,Non-fatal,NA,Incident Report,"3100 Bienville St., New Orleans, LA",MID-CITY,29937
H-26349-18,7,57XX Crowder Bd,OPEN,67S,SHOPLIFTING,8/21/2018 9:20,NA,NA,BLACK,MALE,NA,1,REPORTING PERSON,BLACK,FEMALE,47,1,Non-fatal,NA,Incident Report,"5700 Crowder Bd., New Orleans, LA",WEST LAKE FOREST,25071
G-08211-18,8,3XX Canal St,CLOSED,67S,SHOPLIFTING,7/7/2018 16:51,54 153,CRIMINAL TRESPASS,BLACK,MALE,29,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"300 Canal St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
B-08006-18,3,47XX Saint Ferdinand Dr,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/7/2018 20:02,14 35.3(B)7,ACTS OF DOMESTIC VIOLENCE(STRANGULATION),BLACK,MALE,35,1,VICTIM,BLACK,FEMALE,33,1,Non-fatal,NA,Incident Report,"4700 Saint Ferdinand Dr., New Orleans, LA",GENTILLY WOODS,11876
K-24477-18,3,4XX 36th St,UNFOUNDED,42U,AGGRAVATED RAPE UNFOUNDED,11/18/2018 2:56,NA,NA,NA,NA,NA,NA,VICTIM,ASIAN,FEMALE,NA,1,Non-fatal,NA,Incident Report,"400 36th St., New Orleans, LA",WEST END,11316
G-23278-18,8,5XX Port Of New Orleans Pl,CLOSED,27-67S,ATTEMPTED SHOPLIFITING,7/18/2018 17:39,14 (27) 67,ATTEMPT - THEFT,HISPANIC,MALE,NA,1,VICTIM,NA,NA,NA,2,Non-fatal,NA,Supplemental Report,"500 Port Of New Orleans Pl., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
H-07080-18,1,Bienville St & Crozat St,CLOSED,966,DRUG LAW VIOLATION,8/6/2018 15:25,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,34,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Bienville St & Crozat St., New Orleans, LA",MID-CITY,29937
D-24422-18,5,20XX Marais St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),4/21/2018 0:10,NA,NA,NA,NA,NA,1,REPORTING PERSON,WHITE,FEMALE,24,1,Non-fatal,NA,Incident Report,"2000 Marais St., New Orleans, LA",SEVENTH WARD,23878
H-03004-18,7,122XX S I-10 Service Rd,CLOSED,21,MISCELLANEOUS INCIDENT,8/3/2018 9:12,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,25,2,Non-fatal,NA,Incident Report,"12200 S I-10 Service Rd., New Orleans, LA",READ BLVD EAST,21863
G-35620-18,5,20XX Pauger St,OPEN,56,SIMPLE CRIMINAL DAMAGE,7/28/2018 20:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NA,NA,NA,1,VICTIM,BLACK,FEMALE,37,1,Non-fatal,NA,Incident Report,"2000 Pauger St., New Orleans, LA",SEVENTH WARD,23878
A-22239-18,7,60XX Chef Menteur Hw 100,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/19/2018 20:20,14 68,UNAUTHORIZED USE OF MOVABLE,BLACK,MALE,41,1,VICTIM,BLACK,FEMALE,44,1,Non-fatal,NA,Incident Report,"6000 Chef Menteur Hw 100., New Orleans, LA",VIAVANT - VENETIAN ISLES,26085
K-04968-18,1,S Claiborne Av & Poydras St,OPEN,68,UNAUTHORIZED USE OF MOVABLES,11/4/2018 20:15,14 68,UNAUTHORIZED USE OF MOVABLE,BLACK,MALE,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"S Claiborne Av & Poydras St., New Orleans, LA",MARLYVILLE - FONTAINEBLEAU,20273
J-10936-18,4,32XX Idaho St,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),10/9/2018 13:05,NA,NA,BLACK,MALE,17,3,VICTIM,BLACK,FEMALE,34,2,Non-fatal,NA,Supplemental Report,"3200 Idaho St., New Orleans, LA",TALL TIMBERS - BRECHTEL,35314
C-09665-18,7,110XX Morrison Rd,OPEN,67S,SHOPLIFTING,3/8/2018 18:00,NA,NA,BLACK,MALE,NA,1,REPORTING PERSON,BLACK,MALE,21,2,Non-fatal,NA,Incident Report,"11000 Morrison Rd., New Orleans, LA",LITTLE WOODS,44947
F-24062-18,7,70XX Martin Dr Q,CLOSED,69,POSSESSION OF STOLEN PROPERTY,6/20/2018 12:35,14 69.1,ILLEGAL POSSESSION OF STOLEN FIREARMS,BLACK,MALE,19,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"7000 Martin Dr Q., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
D-26890-16,5,31XX Marais St,OPEN,103D,DISTURBANCE (DOMESTIC),4/23/2018 21:30,NA,NA,BLACK,MALE,NA,1,VICTIM,BLACK,FEMALE,33,1,Non-fatal,NA,Incident Report,"3100 Marais St., New Orleans, LA",ST. CLAUDE,18616
B-10779-18,1,Esplanade Av & Rampart St,OPEN,35,SIMPLE BATTERY,2/9/2018 23:45,14 35,SIMPLE BATTERY,WHITE,MALE,NA,1,VICTIM,BLACK,MALE,36,1,Non-fatal,NA,Incident Report,"Esplanade Av & Rampart St., New Orleans, LA",TREME - LAFITTE,18492
F-13428-18,5,15XX Elysian Fields Av,OPEN,67F,THEFT BY FRAUD,6/11/2018 20:00,NA,NA,WHITE,FEMALE,34,1,REPORTING PERSON,BLACK,MALE,49,2,Non-fatal,NA,Incident Report,"1500 Elysian Fields Av., New Orleans, LA",SEVENTH WARD,23878
G-30967-18,3,2XX N Anthony St,OPEN,67,THEFT,7/24/2018 13:30,14 67,THEFT,NA,NA,NA,1,VICTIM,WHITE,FEMALE,69,1,Non-fatal,NA,Incident Report,"200 N Anthony St., New Orleans, LA",MID-CITY,29937
H-09447-18,5,16XX N Villere St,CLOSED,17F,FUGITIVE ATTACHMENT,8/8/2018 10:42,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,54,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1600 N Villere St., New Orleans, LA",SEVENTH WARD,23878
J-31870-18,1,40XX Tulane Av,OPEN,21,MISCELLANEOUS INCIDENT,10/26/2018 0:20,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,31,2,Non-fatal,NA,Incident Report,"4000 Tulane Av., New Orleans, LA",MID-CITY,29937
E-15734-18,7,97XX Hayne Bd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),5/13/2018 1:05,14 62,SIMPLE BURGLARY,BLACK,MALE,NA,1,VICTIM,BLACK,FEMALE,34,1,Non-fatal,NA,Incident Report,"9700 Hayne Bd., New Orleans, LA",LITTLE WOODS,44947
C-23190-18,2,S Carrollton Av & Washington Av,CLOSED,17F,FUGITIVE ATTACHMENT,3/19/2018 12:45,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,44,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"S Carrollton Av & Washington Av., New Orleans, LA",LEONIDAS,21271
I-05747-18,5,19XX Mandeville St,OPEN,103,DISTURBANCE,9/5/2018 19:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,MALE,70,1,Non-fatal,NA,Incident Report,"1900 Mandeville St., New Orleans, LA",ST. ROCH,32067
J-25498-18,3,21XX Caton St,OPEN,67S,SHOPLIFTING,10/20/2018 19:07,14 67,THEFT,BLACK,MALE,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"2100 Caton St., New Orleans, LA",DILLARD,14753
J-03490-18,4,30XX Holiday Dr,CLOSED,67S,SHOPLIFTING,10/3/2018 15:00,14 67,THEFT,BLACK,MALE,41,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"3000 Holiday Dr., New Orleans, LA",OLD AURORA,40130
A-35061-18,3,6XX S Solomon St,OPEN,103D,DISTURBANCE (DOMESTIC),1/30/2018 16:07,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,53,1,Non-fatal,NA,Incident Report,"600 S Solomon St., New Orleans, LA",MID-CITY,29937
